[ 2025-04-02 22:35:19,481 ] 20 root - INFO - Data transformation has been started
[ 2025-04-02 22:35:23,314 ] 20 root - INFO - Data transformation has been started
[ 2025-04-02 22:35:25,380 ] 20 root - INFO - Data transformation has been started
[ 2025-04-02 22:35:27,822 ] 20 root - INFO - Data transformation has been started
[ 2025-04-02 22:35:28,494 ] 20 root - INFO - Data transformation has been started
[ 2025-04-02 22:35:29,699 ] 113 root - INFO - Basic transformation in progress
[ 2025-04-02 22:35:29,699 ] 115 root - INFO - Columns renamed based on configuration
[ 2025-04-02 22:35:29,699 ] 119 root - INFO - Loading precomputed flight code statistics for prediction
[ 2025-04-02 22:35:29,701 ] 125 root - INFO - Starting flight data processing
[ 2025-04-02 22:35:29,711 ] 127 root - INFO - Flight timing and duration features created
[ 2025-04-02 22:35:29,711 ] 129 root - INFO - Creating stop-related features
[ 2025-04-02 22:35:29,713 ] 131 root - INFO - Stop-related features added
[ 2025-04-02 22:35:29,713 ] 133 root - INFO - Applying flight code frequency-based features
[ 2025-04-02 22:35:29,716 ] 135 root - INFO - Flight code features added successfully
[ 2025-04-02 22:35:29,716 ] 137 root - INFO - Mapping 'is_frequent_route' to binary format
[ 2025-04-02 22:35:29,717 ] 140 root - INFO - Dropping unnecessary columns: ['flight_date', 'airline_code', 'stop_area']
[ 2025-04-02 22:35:29,718 ] 151 root - INFO - Basic transformation completed successfully
[ 2025-04-02 22:35:33,499 ] 20 root - INFO - Data transformation has been started
[ 2025-04-02 22:35:34,229 ] 20 root - INFO - Data transformation has been started
[ 2025-04-02 22:35:34,236 ] 113 root - INFO - Basic transformation in progress
[ 2025-04-02 22:35:34,237 ] 115 root - INFO - Columns renamed based on configuration
[ 2025-04-02 22:35:34,237 ] 119 root - INFO - Loading precomputed flight code statistics for prediction
[ 2025-04-02 22:35:34,237 ] 125 root - INFO - Starting flight data processing
[ 2025-04-02 22:35:34,244 ] 127 root - INFO - Flight timing and duration features created
[ 2025-04-02 22:35:34,244 ] 129 root - INFO - Creating stop-related features
[ 2025-04-02 22:35:34,246 ] 131 root - INFO - Stop-related features added
[ 2025-04-02 22:35:34,246 ] 133 root - INFO - Applying flight code frequency-based features
